Miasto,Powiat,Województwo,Powierzchnia,Liczba ludności,Gęstość zaludnienia,link,lat,lng,SIMC,Kategoria
Zduny,krotoszyński,wielkopolskie,620,4445,717,https://pl.wikipedia.org/wiki/Zduny,51.646389,17.377778,0937439,<10k
Zduńska Wola,zduńskowolski,łódzkie,2457,41288,1680,https://pl.wikipedia.org/wiki/Zdu%C5%84ska_Wola,51.606111,18.939167,0976675,>10k
Zdzieszowice,krapkowicki,opolskie,1235,11246,911,https://pl.wikipedia.org/wiki/Zdzieszowice,50.419167,18.123611,0966040,>10k
Zelów,bełchatowski,łódzkie,1075,7459,694,https://pl.wikipedia.org/wiki/Zel%C3%B3w,51.466667,19.221389,0968664,<10k
Zgierz,zgierski,łódzkie,4233,55673,1315,https://pl.wikipedia.org/wiki/Zgierz,51.855,19.406111,0959263,>50k
Zgorzelec,zgorzelecki,dolnośląskie,1588,29810,1877,https://pl.wikipedia.org/wiki/Zgorzelec,51.150278,15.008611,0936546,>10k
Zielona Góra,Zielona Góra[a],lubuskie,27826,140892,506,https://pl.wikipedia.org/wiki/Zielona_G%C3%B3ra,51.939722,15.505,0988313[3],>100k
Zielonka,wołomiński,mazowieckie,7948,17486,220,https://pl.wikipedia.org/wiki/Zielonka_(powiat_wo%C5%82omi%C5%84ski),52.303333,21.160556,0921970,>10k
Ziębice,ząbkowicki,dolnośląskie,1507,8531,566,https://pl.wikipedia.org/wiki/Zi%C4%99bice,50.6,17.044444,0984700,<10k
Złocieniec,drawski,zachodniopomorskie,3228,12706,394,https://pl.wikipedia.org/wiki/Z%C5%82ocieniec,53.529167,16.011944,0950374,>10k
Złoczew,sieradzki,łódzkie,1379,3340,242,https://pl.wikipedia.org/wiki/Z%C5%82oczew,51.414722,18.607222,0976830,<10k
Złotoryja,złotoryjski,dolnośląskie,1151,15273,1327,https://pl.wikipedia.org/wiki/Z%C5%82otoryja,51.123889,15.919444,0954219,>10k
Złotów,złotowski,wielkopolskie,1158,18437,1592,https://pl.wikipedia.org/wiki/Z%C5%82ot%C3%B3w,53.360278,17.040833,0967423,>10k
Złoty Stok,ząbkowicki,dolnośląskie,773,2696,349,https://pl.wikipedia.org/wiki/Z%C5%82oty_Stok,50.446389,16.883056,0984723,<10k
Zwierzyniec,zamojski,lubelskie,619,3101,501,https://pl.wikipedia.org/wiki/Zwierzyniec_(powiat_zamojski),50.614444,22.966944,0988253,<10k
Zwoleń,zwoleński,mazowieckie,1591,7660,481,https://pl.wikipedia.org/wiki/Zwole%C5%84_(powiat_zwole%C5%84ski),51.356944,21.583889,0974096,<10k
Żabno,tarnowski,małopolskie,1113,4184,376,https://pl.wikipedia.org/wiki/%C5%BBabno,50.132778,20.885278,0982641,<10k
Żagań,żagański,lubuskie,4038,25265,626,https://pl.wikipedia.org/wiki/%C5%BBaga%C5%84,51.617222,15.314722,0988661,>10k
Żarki,myszkowski,śląskie,2544,4538,178,https://pl.wikipedia.org/wiki/%C5%BBarki,50.624167,19.363889,0932643,<10k
Żarów,świdnicki,dolnośląskie,757,6648,878,https://pl.wikipedia.org/wiki/%C5%BBar%C3%B3w,50.940556,16.494444,0984746,<10k
Żary,żarski,lubuskie,3349,37052,1106,https://pl.wikipedia.org/wiki/%C5%BBary,51.636667,15.136667,0988684,>10k
Żelechów,garwoliński,mazowieckie,1213,3895,321,https://pl.wikipedia.org/wiki/%C5%BBelech%C3%B3w,51.809722,21.895833,0975983,<10k
Żerków,jarociński,wielkopolskie,216,2109,976,https://pl.wikipedia.org/wiki/%C5%BBerk%C3%B3w,52.068333,17.562778,0937445,<10k
Żmigród,trzebnicki,dolnośląskie,949,6444,679,https://pl.wikipedia.org/wiki/%C5%BBmigr%C3%B3d,51.470278,16.905,0987503,<10k
Żnin,żniński,kujawsko-pomorskie,835,13623,1631,https://pl.wikipedia.org/wiki/%C5%BBnin,52.84942,17.719514,0929865,>10k
Żory,Żory[a],śląskie,6464,62844,972,https://pl.wikipedia.org/wiki/%C5%BBory,50.045556,18.694722,0945746,>50k
Żukowo,kartuski,pomorskie,473,6728,1422,https://pl.wikipedia.org/wiki/%C5%BBukowo,54.345833,18.360556,0935127,<10k
Żuromin,żuromiński,mazowieckie,1118,8756,783,https://pl.wikipedia.org/wiki/%C5%BBuromin,53.066667,19.909167,0930851,<10k
Żychlin,kutnowski,łódzkie,868,7964,918,https://pl.wikipedia.org/wiki/%C5%BBychlin,52.245278,19.623611,0969391,<10k
Żyrardów,żyrardowski,mazowieckie,1435,39550,2756,https://pl.wikipedia.org/wiki/%C5%BByrard%C3%B3w,52.054167,20.444444,0977210,>10k
Żywiec,żywiecki,śląskie,5054,30733,608,https://pl.wikipedia.org/wiki/%C5%BBywiec,49.689167,19.205833,0927642,>10k
